state,collection_date,Inpatient Beds Occupied Estimated (All Inpatient),Count LL (All Inpatient),Count UL (All Inpatient),Percentage of Inpatient Beds Occupied Estimated (All Inpatient),Percentage LL (All Inpatient),Percentage UL (All Inpatient),Total Inpatient Beds (All Inpatient),Total LL (All Inpatient),Total UL (All Inpatient),Inpatient Beds Occupied by COVID-19 Patients Estimated (COVID-19 Inpatient),Count LL (COVID-19 Inpatient),Count UL (COVID-19 Inpatient),Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated (COVID-19 Inpatient),Percentage LL (COVID-19 Inpatient),Percentage UL (COVID-19 Inpatient),Total Inpatient Beds (COVID-19 Inpatient),Total LL (COVID-19 Inpatient),Total UL (COVID-19 Inpatient),Staffed Adult ICU Beds Occupied Estimated (ICU),Count LL (ICU),Count UL (ICU),Percentage of Staffed Adult ICU Beds Occupied Estimated (ICU),Percentage LL (ICU),Percentage UL (ICU),Total Staffed Adult ICU Beds (ICU),Total LL (ICU),Total UL (ICU),geocoded_state
NM,2020/11/22,"2,505","2,229","2,781",67.23,49.26,85.2,"3,726","3,695","3,757",757,755,758,20.31,20.04,20.58,"3,726","3,695","3,757",373,345,401,94.67,79.9,109.44,394,394,394,POINT (-106.108388 34.421369)
OH,2020/11/22,"19,133","19,064","19,202",66.03,66.03,66.03,"28,978","28,828","29,128","4,514","4,513","4,514",15.61,15.61,15.61,"28,978","28,828","29,128","2,898","2,898","2,898",72.16,72.16,72.16,"4,016","4,016","4,016",POINT (-82.70936 40.415534)
OR,2020/11/22,"4,643","4,643","4,643",70.56,70.56,70.56,"6,580","6,580","6,580",534,534,534,8.12,8.12,8.12,"6,580","6,580","6,580",496,495,497,62.86,62.86,62.86,789,789,789,POINT (-120.605279 43.940449)
RI,2020/11/22,"1,659","1,659","1,659",83.32,83.32,83.32,"1,991","1,991","1,991",304,304,304,15.27,15.27,15.27,"1,991","1,991","1,991",137,137,137,84.57,84.57,84.57,162,162,162,POINT (-71.534637 41.572574)
SD,2020/11/22,"1,448","1,441","1,456",61.8,61.8,61.8,"2,344","2,344","2,344",546,546,546,23.29,23.29,23.29,"2,344","2,344","2,344",168,168,168,80.77,80.77,80.77,208,208,208,POINT (-100.230491 44.43614)
TX,2020/11/22,"44,362","43,380","45,344",73.67,72.91,74.42,"60,506","60,336","60,675","8,862","8,842","8,881",14.68,14.44,14.93,"60,506","60,336","60,675","6,136","6,130","6,143",87.15,86.87,87.42,"7,042","7,035","7,048",POINT (-99.317341 31.447238)
VT,2020/11/22,632,443,821,52.89,-2.88,108.66,"1,195",908,"1,482",25,18,32,2.09,-8.15,12.33,"1,195",908,"1,482",54,37,71,51.92,-3.98,107.82,104,80,128,POINT (-72.662695 44.075252)
WA,2020/11/22,"8,067","8,067","8,067",65.42,65.42,65.42,"12,332","12,332","12,332",873,873,873,7.08,7.08,7.08,"12,332","12,332","12,332",895,895,895,70.42,70.42,70.42,"1,271","1,271","1,271",POINT (-120.592492 47.411715)
WI,2020/11/22,"8,016","8,007","8,024",64.54,64.2,64.88,"12,419","12,397","12,441","2,185","2,181","2,189",18.19,17.97,18.4,"12,419","12,397","12,441","1,078","1,077","1,079",66.38,66.14,66.62,"1,624","1,622","1,626",POINT (-89.732969 44.639954)
WV,2020/11/22,"3,595","3,595","3,595",71.53,71.53,71.53,"5,026","5,026","5,026",530,529,532,10.56,10.56,10.56,"5,026","5,026","5,026",465,465,465,75.24,75.24,75.24,618,618,618,POINT (-80.613729 38.642579)
WY,2020/11/22,641,564,718,46.93,26.3,67.55,"1,366","1,243","1,489",238,210,266,17.55,5.2,29.91,"1,366","1,243","1,489",61,52,69,51.12,27,75.25,119,107,131,POINT (-107.55145 42.999627)
NC,2020/11/23,"15,567","15,567","15,567",72.71,72.71,72.71,"21,409","21,409","21,409","2,003","2,002","2,004",9.41,9.41,9.41,"21,409","21,409","21,409","1,812","1,812","1,812",76.75,76.75,76.75,"2,361","2,361","2,361",POINT (-79.130883 35.52603)
NE,2020/11/23,"3,274","3,274","3,275",68.79,68.79,68.79,"4,760","4,760","4,760",982,981,983,20.98,20.98,20.98,"4,760","4,760","4,760",452,452,452,76.09,76.09,76.09,594,594,594,POINT (-99.810595 41.527099)
NM,2020/11/23,"2,505","2,477","2,533",66.76,66.76,66.76,"3,752","3,724","3,780",788,783,793,21,20.45,21.55,"3,752","3,724","3,780",365,362,368,93.11,91.73,94.49,392,392,392,POINT (-106.108388 34.421369)
OH,2020/11/23,"19,370","19,303","19,437",66.75,66.75,66.75,"29,017","28,868","29,166","4,752","4,752","4,752",16.41,16.41,16.41,"29,017","28,868","29,166","2,925","2,925","2,925",73.38,73.38,73.38,"3,986","3,986","3,986",POINT (-82.70936 40.415534)
OR,2020/11/23,"4,646","4,556","4,735",70.24,66.07,74.4,"6,614","6,511","6,717",553,541,565,8.36,6.82,9.9,"6,614","6,511","6,717",498,489,507,64.51,60.68,68.33,772,760,784,POINT (-120.605279 43.940449)
RI,2020/11/23,"1,696","1,386","2,005",87.99,40.66,135.31,"1,927","1,591","2,263",335,270,400,17.38,-4.33,39.1,"1,927","1,591","2,263",136,101,171,86.08,20.05,152.1,158,119,197,POINT (-71.534637 41.572574)
SD,2020/11/23,"1,506","1,506","1,506",64.28,64.28,64.28,"2,343","2,343","2,343",549,549,549,23.43,23.43,23.43,"2,343","2,343","2,343",175,175,175,83.73,83.73,83.73,209,209,209,POINT (-100.230491 44.43614)
TX,2020/11/23,"45,324","44,345","46,304",74.32,73.67,74.97,"61,299","61,153","61,445","8,905","8,889","8,922",14.56,14.36,14.77,"61,299","61,153","61,445","6,025","6,025","6,025",87.73,87.47,87.98,"6,868","6,859","6,877",POINT (-99.317341 31.447238)
VT,2020/11/23,628,475,781,52.51,7.41,97.6,"1,196",964,"1,428",25,20,30,2.09,-6.18,10.37,"1,196",964,"1,428",57,43,71,54.81,9.91,99.7,104,84,124,POINT (-72.662695 44.075252)
WA,2020/11/23,"8,043","8,043","8,043",66.05,66.05,66.05,"12,177","12,177","12,177",910,910,910,7.47,7.47,7.47,"12,177","12,177","12,177",858,858,858,68.59,68.59,68.59,"1,251","1,251","1,251",POINT (-120.592492 47.411715)
WI,2020/11/23,"8,062","8,060","8,063",65.09,65.09,65.09,"12,386","12,386","12,386","2,218","2,215","2,220",18.51,18.51,18.51,"12,386","12,386","12,386","1,045","1,045","1,045",64.31,64.31,64.31,"1,625","1,625","1,625",POINT (-89.732969 44.639954)
WV,2020/11/23,"3,565","3,565","3,565",70.29,70.29,70.29,"5,072","5,068","5,076",532,530,534,10.49,10.21,10.77,"5,072","5,068","5,076",488,488,488,78.71,78.71,78.71,620,620,620,POINT (-80.613729 38.642579)
WY,2020/11/23,622,611,634,45.56,40.72,50.4,"1,366","1,324","1,408",231,229,233,17.05,14.43,19.66,"1,366","1,324","1,408",57,56,58,47.9,44.44,51.36,119,116,122,POINT (-107.55145 42.999627)
NC,2020/11/24,"16,124","16,124","16,124",75.1,75.1,75.1,"21,470","21,470","21,470","2,051","2,041","2,061",9.61,9.61,9.61,"21,470","21,470","21,470","1,894","1,894","1,894",80.22,80.22,80.22,"2,361","2,361","2,361",POINT (-79.130883 35.52603)
NE,2020/11/24,"3,313","3,308","3,319",69.81,69.81,69.81,"4,746","4,746","4,746",963,963,963,20.63,20.63,20.63,"4,746","4,746","4,746",442,441,442,77.59,77.34,77.85,569,569,569,POINT (-99.810595 41.527099)
NM,2020/11/24,"2,582","2,555","2,609",71.96,71.96,71.96,"3,588","3,561","3,615",800,760,839,22.28,17.68,26.89,"3,588","3,561","3,615",372,372,372,94.42,91.17,97.66,394,387,401,POINT (-106.108388 34.421369)
OH,2020/11/24,"20,285","20,220","20,350",69.98,69.98,69.98,"28,986","28,841","29,131","4,816","4,793","4,838",16.65,16.65,16.65,"28,986","28,841","29,131","3,049","3,049","3,049",76.92,76.92,76.92,"3,964","3,964","3,964",POINT (-82.70936 40.415534)
OR,2020/11/24,"4,776","4,776","4,776",72.9,72.9,72.9,"6,551","6,551","6,551",570,570,570,8.7,8.7,8.7,"6,551","6,551","6,551",521,520,522,67.31,67.31,67.31,774,774,774,POINT (-120.605279 43.940449)
RI,2020/11/24,"1,783","1,783","1,783",90.37,90.37,90.37,"1,973","1,973","1,973",369,369,369,18.7,18.7,18.7,"1,973","1,973","1,973",149,149,149,91.98,91.98,91.98,162,162,162,POINT (-71.534637 41.572574)
SD,2020/11/24,"1,531","1,530","1,532",65.12,65.12,65.12,"2,351","2,351","2,351",546,546,546,23.22,23.22,23.22,"2,351","2,351","2,351",172,172,172,81.52,81.52,81.52,211,211,211,POINT (-100.230491 44.43614)
TX,2020/11/24,"44,408","43,435","45,380",75.13,74.47,75.79,"59,274","59,129","59,419","9,141","9,120","9,162",15.46,15.22,15.7,"59,274","59,129","59,419","6,222","6,222","6,222",89.01,89.01,89.01,"6,990","6,990","6,990",POINT (-99.317341 31.447238)
VT,2020/11/24,659,659,659,55.1,55.1,55.1,"1,196","1,196","1,196",25,25,25,2.09,2.09,2.09,"1,196","1,196","1,196",55,55,55,52.88,52.88,52.88,104,104,104,POINT (-72.662695 44.075252)
WA,2020/11/24,"8,390","8,381","8,398",68.36,68.14,68.59,"12,272","12,260","12,284",970,970,970,7.9,7.85,7.96,"12,272","12,260","12,284",908,908,908,73.17,73.17,73.17,"1,241","1,241","1,241",POINT (-120.592492 47.411715)
WI,2020/11/24,"8,356","8,350","8,362",67.45,67.45,67.45,"12,389","12,389","12,389","2,198","2,196","2,200",18.34,18.34,18.34,"12,389","12,389","12,389","1,096","1,095","1,096",67.29,67.29,67.29,"1,628","1,628","1,628",POINT (-89.732969 44.639954)
WV,2020/11/24,"3,852","3,852","3,852",75.18,75.18,75.18,"5,124","5,124","5,124",574,574,575,11.21,11.21,11.21,"5,124","5,124","5,124",491,491,491,79.19,79.19,79.19,620,607,633,POINT (-80.613729 38.642579)
WY,2020/11/24,632,632,632,46.27,46.27,46.27,"1,366","1,366","1,366",240,240,240,17.7,17.7,17.7,"1,366","1,366","1,366",61,61,61,51.26,51.26,51.26,119,119,119,POINT (-107.55145 42.999627)
NC,2020/11/25,"15,851","15,851","15,851",73.62,73.62,73.62,"21,531","21,531","21,531","2,042","2,038","2,047",9.54,9.54,9.54,"21,531","21,531","21,531","1,867","1,867","1,867",79.14,79.14,79.14,"2,359","2,359","2,359",POINT (-79.130883 35.52603)
NE,2020/11/25,"3,343","3,333","3,353",70.4,69.86,70.93,"4,749","4,745","4,753",946,944,947,20.25,20.12,20.39,"4,749","4,745","4,753",431,431,431,75.61,75.61,75.61,570,570,570,POINT (-99.810595 41.527099)
NM,2020/11/25,"2,684","2,656","2,712",72.3,72,72.59,"3,713","3,686","3,740",791,791,791,21.3,21.3,21.3,"3,713","3,686","3,740",395,394,396,99.5,99.06,99.93,397,397,397,POINT (-106.108388 34.421369)
OH,2020/11/25,"20,344","20,281","20,407",69.83,69.83,69.83,"29,133","28,993","29,273","4,835","4,835","4,835",16.63,16.63,16.63,"29,133","28,993","29,273","3,012","3,012","3,012",75.15,75.15,75.15,"4,008","4,008","4,008",POINT (-82.70936 40.415534)
OR,2020/11/25,"4,934","4,934","4,934",74.84,74.84,74.84,"6,593","6,593","6,593",590,590,590,8.95,8.95,8.95,"6,593","6,593","6,593",530,527,532,66.77,66.77,66.77,793,793,793,POINT (-120.605279 43.940449)
RI,2020/11/25,"1,808","1,808","1,808",89.82,89.82,89.82,"2,013","2,013","2,013",368,368,368,18.28,18.28,18.28,"2,013","2,013","2,013",145,145,145,91.77,91.77,91.77,158,158,158,POINT (-71.534637 41.572574)
SD,2020/11/25,"1,552","1,544","1,559",66.33,66.33,66.33,"2,339","2,339","2,339",536,536,536,22.92,22.92,22.92,"2,339","2,339","2,339",187,187,187,84.23,84.23,84.23,222,222,222,POINT (-100.230491 44.43614)
TX,2020/11/25,"44,616","43,642","45,591",74.76,72.78,76.75,"59,848","59,361","60,335","9,181","9,172","9,189",15.38,14.75,16.01,"59,848","59,361","60,335","6,276","6,254","6,299",89.28,88.38,90.17,"7,030","7,008","7,053",POINT (-99.317341 31.447238)
VT,2020/11/25,644,644,644,54.53,54.53,54.53,"1,181","1,181","1,181",25,25,25,2.12,2.12,2.12,"1,181","1,181","1,181",55,55,55,52.88,52.88,52.88,104,104,104,POINT (-72.662695 44.075252)
WA,2020/11/25,"8,368","8,352","8,385",68.02,67.57,68.47,"12,303","12,280","12,326",935,930,940,7.6,7.28,7.92,"12,303","12,280","12,326",914,909,919,72.31,71.07,73.55,"1,264","1,258","1,270",POINT (-120.592492 47.411715)
WI,2020/11/25,"8,374","8,368","8,380",67.35,67.35,67.35,"12,434","12,434","12,434","2,114","2,112","2,115",17.57,17.57,17.57,"12,434","12,434","12,434","1,097","1,097","1,097",67.59,67.59,67.59,"1,623","1,623","1,623",POINT (-89.732969 44.639954)
WV,2020/11/25,"3,859","3,859","3,859",75.5,75.5,75.5,"5,111","5,111","5,111",579,579,579,11.33,11.33,11.33,"5,111","5,111","5,111",489,489,489,78.87,78.87,78.87,620,620,620,POINT (-80.613729 38.642579)
WY,2020/11/25,633,631,635,46.34,45.46,47.22,"1,366","1,359","1,373",242,241,243,17.85,17.34,18.35,"1,366","1,359","1,373",64,64,64,53.78,52.34,55.22,119,118,120,POINT (-107.55145 42.999627)
NC,2020/11/26,"15,049","15,049","15,049",70.27,70.27,70.27,"21,416","21,416","21,416","2,036","2,036","2,036",9.57,9.57,9.57,"21,416","21,416","21,416","1,802","1,802","1,802",76.42,76.42,76.42,"2,358","2,358","2,358",POINT (-79.130883 35.52603)
NE,2020/11/26,"3,146","3,141","3,151",66.92,66.51,67.33,"4,701","4,691","4,711",950,948,953,20.57,20.28,20.86,"4,701","4,691","4,711",437,437,437,76.94,76.64,77.23,568,567,569,POINT (-99.810595 41.527099)
NM,2020/11/26,"2,668","2,641","2,695",72.4,71.65,73.15,"3,685","3,657","3,713",803,800,805,21.78,21.35,22.21,"3,685","3,657","3,713",390,389,391,99.24,98.69,99.78,393,393,393,POINT (-106.108388 34.421369)
OH,2020/11/26,"19,002","18,939","19,065",65.34,65.34,65.34,"29,082","28,942","29,222","4,724","4,724","4,725",16.28,16.28,16.28,"29,082","28,942","29,222","2,945","2,944","2,946",73.51,73.51,73.51,"4,006","4,006","4,006",POINT (-82.70936 40.415534)
OR,2020/11/26,"4,836","4,836","4,836",73.47,73.47,73.47,"6,582","6,582","6,582",596,596,596,9.05,9.05,9.05,"6,582","6,582","6,582",511,511,511,64.36,64.36,64.36,794,794,794,POINT (-120.605279 43.940449)
RI,2020/11/26,"1,749","1,749","1,749",85.28,85.28,85.28,"2,051","2,051","2,051",379,379,379,18.48,18.48,18.48,"2,051","2,051","2,051",143,143,143,89.94,89.94,89.94,159,159,159,POINT (-71.534637 41.572574)
SD,2020/11/26,"1,418","1,406","1,430",60.7,60.7,60.7,"2,336","2,336","2,336",488,488,488,20.89,20.89,20.89,"2,336","2,336","2,336",164,164,164,79.23,79.23,79.23,207,207,207,POINT (-100.230491 44.43614)
TX,2020/11/26,"41,958","41,057","42,858",71.3,70.91,71.7,"59,162","59,051","59,274","8,859","8,843","8,875",15.01,14.85,15.17,"59,162","59,051","59,274","6,200","6,148","6,253",87.83,85.72,89.94,"7,060","7,007","7,112",POINT (-99.317341 31.447238)
VT,2020/11/26,605,605,605,51.53,51.53,51.53,"1,174","1,174","1,174",19,18,20,1.62,1.62,1.62,"1,174","1,174","1,174",54,54,54,51.92,51.92,51.92,104,104,104,POINT (-72.662695 44.075252)
WA,2020/11/26,"7,997","7,997","7,997",65.01,65.01,65.01,"12,302","12,302","12,302",936,936,936,7.61,7.61,7.61,"12,302","12,302","12,302",893,893,893,70.7,70.7,70.7,"1,263","1,263","1,263",POINT (-120.592492 47.411715)
WI,2020/11/26,"7,985","7,981","7,990",64.27,64.27,64.27,"12,425","12,425","12,425","2,016","2,015","2,018",16.78,16.78,16.78,"12,425","12,425","12,425","1,064","1,062","1,066",65.72,65.72,65.72,"1,619","1,619","1,619",POINT (-89.732969 44.639954)
WV,2020/11/26,"3,635","3,635","3,635",71.99,71.99,71.99,"5,049","5,049","5,049",565,565,565,11.19,11.19,11.19,"5,049","5,049","5,049",479,479,479,77.26,77.26,77.26,620,620,620,POINT (-80.613729 38.642579)
WY,2020/11/26,636,625,646,46.52,43.83,49.21,"1,366","1,350","1,382",235,233,237,17.34,16.08,18.59,"1,366","1,350","1,382",60,60,60,50.54,49.27,51.81,119,118,120,POINT (-107.55145 42.999627)
NC,2020/11/27,"14,751","14,751","14,751",69.07,69.07,69.07,"21,357","21,357","21,357","2,026","2,024","2,028",9.54,9.54,9.54,"21,357","21,357","21,357","1,786","1,786","1,786",75.71,75.71,75.71,"2,359","2,359","2,359",POINT (-79.130883 35.52603)
NE,2020/11/27,"3,075","3,065","3,086",66.05,66.05,66.05,"4,656","4,656","4,656",947,946,948,20.69,20.69,20.69,"4,656","4,656","4,656",401,401,401,69.74,69.74,69.74,575,575,575,POINT (-99.810595 41.527099)
NM,2020/11/27,"2,650","2,578","2,722",71.82,67.48,76.15,"3,690","3,662","3,719",817,797,836,22.13,19.84,24.42,"3,690","3,662","3,719",394,382,407,99.37,93.17,105.57,397,396,398,POINT (-106.108388 34.421369)
OH,2020/11/27,"18,606","18,541","18,671",64.2,63.25,65.15,"28,981","28,841","29,121","4,803","4,781","4,825",16.61,16.06,17.16,"28,981","28,841","29,121","2,891","2,891","2,891",72.33,72.17,72.49,"3,997","3,993","4,001",POINT (-82.70936 40.415534)
OR,2020/11/27,"4,542","4,542","4,542",69.06,69.06,69.06,"6,577","6,577","6,577",611,611,611,9.29,9.29,9.29,"6,577","6,577","6,577",486,484,487,62.08,62.08,62.08,782,782,782,POINT (-120.605279 43.940449)
RI,2020/11/27,"1,672","1,672","1,672",87.13,87.13,87.13,"1,919","1,919","1,919",396,396,396,20.64,20.64,20.64,"1,919","1,919","1,919",141,141,141,87.58,87.58,87.58,161,161,161,POINT (-71.534637 41.572574)
SD,2020/11/27,"1,450","1,440","1,459",61.81,61.81,61.81,"2,345","2,345","2,345",501,501,501,21.36,21.36,21.36,"2,345","2,345","2,345",169,169,169,83.25,83.25,83.25,203,203,203,POINT (-100.230491 44.43614)
TX,2020/11/27,"40,512","39,615","41,409",70.35,70.01,70.68,"57,911","57,793","58,029","8,973","8,954","8,991",15.54,15.35,15.72,"57,911","57,793","58,029","6,022","5,991","6,054",87.71,86.23,89.2,"6,866","6,825","6,907",POINT (-99.317341 31.447238)
VT,2020/11/27,585,585,585,49.83,49.83,49.83,"1,174","1,174","1,174",22,22,22,1.87,1.87,1.87,"1,174","1,174","1,174",53,53,53,50.96,50.96,50.96,104,104,104,POINT (-72.662695 44.075252)
WA,2020/11/27,"7,752","7,752","7,752",63.56,63.56,63.56,"12,197","12,197","12,197",942,941,943,7.72,7.72,7.72,"12,197","12,197","12,197",860,860,860,68.31,68.31,68.31,"1,259","1,257","1,261",POINT (-120.592492 47.411715)
WI,2020/11/27,"7,784","7,777","7,792",62.97,62.75,63.18,"12,363","12,351","12,375","2,049","2,046","2,052",17.14,16.99,17.28,"12,363","12,351","12,375","1,031","1,030","1,032",63.8,63.68,63.91,"1,616","1,616","1,616",POINT (-89.732969 44.639954)
WV,2020/11/27,"3,435","3,435","3,435",68.32,68.32,68.32,"5,028","5,028","5,028",594,592,595,11.8,11.8,11.8,"5,028","5,028","5,028",480,480,480,77.42,77.42,77.42,620,620,620,POINT (-80.613729 38.642579)
WY,2020/11/27,603,590,617,44.17,39.63,48.72,"1,366","1,331","1,401",229,225,232,16.86,14.4,19.31,"1,366","1,331","1,401",57,54,59,47.65,39.26,56.04,119,114,124,POINT (-107.55145 42.999627)
NC,2020/11/28,"14,831","14,831","14,831",69.38,69.38,69.38,"21,377","21,377","21,377","2,083","2,083","2,083",9.8,9.8,9.8,"21,377","21,377","21,377","1,849","1,848","1,850",76.12,76.12,76.12,"2,429","2,429","2,429",POINT (-79.130883 35.52603)
NE,2020/11/28,"3,016","3,003","3,028",64.9,64.15,65.65,"4,646","4,637","4,656",920,918,922,20.15,19.9,20.39,"4,646","4,637","4,656",415,415,415,71.55,71.42,71.69,580,580,580,POINT (-99.810595 41.527099)
NM,2020/11/28,"2,687","2,411","2,963",73,55.51,90.48,"3,682","3,653","3,710",820,814,825,22.27,21.55,22.98,"3,682","3,653","3,710",404,376,433,100.87,86.72,115.03,401,397,405,POINT (-106.108388 34.421369)
OH,2020/11/28,"18,945","18,884","19,006",65.1,64.19,66.01,"29,102","28,968","29,236","5,016","5,013","5,020",17.27,16.89,17.66,"29,102","28,968","29,236","2,940","2,940","2,940",73.26,73.04,73.48,"4,013","4,008","4,018",POINT (-82.70936 40.415534)
OR,2020/11/28,"4,489","4,489","4,489",68.56,68.56,68.56,"6,548","6,548","6,548",614,614,614,9.38,9.38,9.38,"6,548","6,548","6,548",492,490,493,61.67,61.67,61.67,797,797,797,POINT (-120.605279 43.940449)
RI,2020/11/28,"1,681","1,681","1,681",86.56,86.56,86.56,"1,942","1,942","1,942",418,418,418,21.52,21.52,21.52,"1,942","1,942","1,942",138,138,138,89.61,89.61,89.61,154,154,154,POINT (-71.534637 41.572574)
SD,2020/11/28,"1,414","1,405","1,423",59.99,58.87,61.12,"2,357","2,348","2,366",509,509,509,21.6,21.6,21.6,"2,357","2,348","2,366",166,166,166,81.37,81.37,81.37,204,204,204,POINT (-100.230491 44.43614)
TX,2020/11/28,"40,483","39,595","41,372",70.47,68.78,72.17,"57,674","57,282","58,067","9,127","9,099","9,155",15.87,15.29,16.45,"57,674","57,282","58,067","6,076","6,047","6,106",86.33,85.16,87.51,"7,038","7,009","7,068",POINT (-99.317341 31.447238)
VT,2020/11/28,582,582,582,49.79,49.79,49.79,"1,169","1,169","1,169",22,21,23,1.88,1.88,1.88,"1,169","1,169","1,169",60,60,60,57.69,57.69,57.69,104,104,104,POINT (-72.662695 44.075252)
WA,2020/11/28,"7,759","7,751","7,767",64.04,63.82,64.27,"12,115","12,103","12,127",956,956,957,7.9,7.82,7.97,"12,115","12,103","12,127",881,881,881,70.37,70.37,70.37,"1,252","1,252","1,252",POINT (-120.592492 47.411715)
WI,2020/11/28,"7,861","7,857","7,865",62.96,62.96,62.96,"12,486","12,486","12,486","2,024","2,024","2,024",16.75,16.75,16.75,"12,486","12,486","12,486","1,073","1,073","1,073",66.15,66.15,66.15,"1,622","1,622","1,622",POINT (-89.732969 44.639954)
WV,2020/11/28,"3,530","3,530","3,530",70.04,70.04,70.04,"5,040","5,040","5,040",617,616,618,12.24,12.24,12.24,"5,040","5,040","5,040",490,490,490,79.03,79.03,79.03,620,620,620,POINT (-80.613729 38.642579)
WY,2020/11/28,576,563,589,42.15,37.5,46.81,"1,366","1,328","1,404",233,229,236,17.15,14.48,19.82,"1,366","1,328","1,404",59,57,62,49.8,41.31,58.29,119,114,124,POINT (-107.55145 42.999627)
NC,2020/11/29,"14,971","14,971","14,971",70.03,70.03,70.03,"21,378","21,378","21,378","2,181","2,177","2,185",10.27,10.27,10.27,"21,378","21,378","21,378","1,848","1,848","1,848",76.11,76.11,76.11,"2,428","2,428","2,428",POINT (-79.130883 35.52603)
NE,2020/11/29,"3,046","3,038","3,053",65.3,64.89,65.72,"4,664","4,661","4,667",924,922,926,20.16,19.99,20.32,"4,664","4,661","4,667",416,414,418,72.1,70.94,73.25,577,575,579,POINT (-99.810595 41.527099)
NM,2020/11/29,"2,707","2,681","2,732",73.34,72.63,74.04,"3,691","3,663","3,719",815,812,818,22.09,21.61,22.57,"3,691","3,663","3,719",397,396,398,98.51,97.74,99.28,403,402,404,POINT (-106.108388 34.421369)
OH,2020/11/29,"18,979","18,917","19,041",65.21,64.3,66.12,"29,104","28,971","29,237","5,188","5,186","5,190",17.86,17.47,18.25,"29,104","28,971","29,237","2,906","2,906","2,906",72.04,71.82,72.26,"4,034","4,029","4,039",POINT (-82.70936 40.415534)
OR,2020/11/29,"4,524","4,524","4,524",69.46,69.46,69.46,"6,513","6,513","6,513",667,667,667,10.24,10.24,10.24,"6,513","6,513","6,513",492,492,492,64.4,64.4,64.4,764,764,764,POINT (-120.605279 43.940449)
RI,2020/11/29,"1,636","1,636","1,636",85.83,85.83,85.83,"1,906","1,906","1,906",434,434,434,22.77,22.77,22.77,"1,906","1,906","1,906",132,132,132,85.71,85.71,85.71,154,154,154,POINT (-71.534637 41.572574)
SD,2020/11/29,"1,420","1,413","1,427",60.04,59.07,61.01,"2,365","2,356","2,374",514,514,514,21.73,21.73,21.73,"2,365","2,356","2,374",174,174,174,83.25,83.25,83.25,209,209,209,POINT (-100.230491 44.43614)
TX,2020/11/29,"40,764","39,912","41,617",71.15,70.2,72.11,"57,546","57,316","57,777","9,348","9,329","9,368",16.29,15.95,16.63,"57,546","57,316","57,777","6,081","6,048","6,114",88.34,86.96,89.73,"6,884","6,850","6,917",POINT (-99.317341 31.447238)
VT,2020/11/29,582,582,582,49.79,49.79,49.79,"1,169","1,169","1,169",22,22,22,1.88,1.88,1.88,"1,169","1,169","1,169",63,63,63,60.58,60.58,60.58,104,104,104,POINT (-72.662695 44.075252)
WA,2020/11/29,"7,836","7,756","7,915",64.27,60.2,68.35,"12,191","11,907","12,475",990,980,999,8.12,6.69,9.54,"12,191","11,907","12,475",906,899,914,67.3,63.17,71.43,"1,347","1,315","1,379",POINT (-120.592492 47.411715)
WI,2020/11/29,"7,906","7,902","7,910",63.35,63.23,63.48,"12,479","12,472","12,486","2,041","2,039","2,043",16.91,16.81,17.01,"12,479","12,472","12,486","1,073","1,071","1,075",66.11,65.88,66.35,"1,623","1,623","1,623",POINT (-89.732969 44.639954)
WV,2020/11/29,"3,638","3,638","3,638",72.48,72.48,72.48,"5,019","5,019","5,019",679,679,679,13.53,13.53,13.53,"5,019","5,019","5,019",494,493,496,79.76,79.76,79.76,620,620,620,POINT (-80.613729 38.642579)
